#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portugese;Russian;;Extra2;X;;;;;;
EVT_100505_NAME;Shanghai Pact military alliance;;;;;;;;;x;;;;;;;
EVT_100505_DESC;At the current Shanghai Cooperation Organization summit in Astana, Kazakhstan, China proposed to the other members of the Shanghai Cooperation Organisation the formation of a full millitary and strategic alliance that would guarantee protection and mutual defense to all signatories against Western imperialism. The members of the current SCO treaty are China, Russia, Kazakhstan, Uzbekistan, Tajikistan and Kyrgyzstan.;;;;;;;;;;x;;;;;;
EVT_100506_NAME;Shanghai Pact military alliance;;;;;;;;;x;;;;;;;
EVT_100506_DESC;At the current Shanghai Cooperation Organization summit in Astana, Kazakhstan, China proposed to the other members of the Shanghai Cooperation Organisation the formation of a full millitary and strategic alliance that would guarantee protection and mutual defense to all signatories against Western imperialism. The members of the current SCO treaty are China, Russia, Kazakhstan, Uzbekistan, Tajikistan and Kyrgyzstan.;;;;;;;;;;x;;;;;;
EVT_100507_NAME;Shanghai Pact military alliance;;;;;;;;;x;;;;;;;
EVT_100507_DESC;Strategists in the People's Liberation Army and politicians in our government propose to offer the other members of the Shanghai Cooperation Organisation a full millitary and strategic alliance that would guarantee protection and mutual defense to all signatories against Western imperialism. The members of this treaty are China, Russia, Kazakhstan, Uzbekistan, Tajikistan and Kyrgyzstan.;;;;;;;;;;x;;;;;;
EVT_69001_NAME;American invasion of Iraq - Russian response;;;;;;;;;x;;;;;;;
EVT_69001_DESC;Disrespecting the UN charter and in clear violation of international law, US forces have begun an invasion of Iraq this morning. What will be Russia's stance towards this act?;;;;;;;;;;x;;;;;;
EVT_69002_NAME;American invasion of Iraq - Russia condemns the invasion;;;;;;;;;;x;;;;;;
EVT_69002_DESC;Following our invasion of Iraq this morning, Russian foreign minister Igor Ivanov has condemned this act. It seems that we have lost Russian support in our War on Terror.;;;;;;;;;;x;;;;;;
EVT_69003_NAME;American invasion of Iraq - Russia supports the invasion;;;;;;;;;;x;;;;;;
EVT_69003_DESC;Following our invasion of Iraq this morning, Russian foreign minister Igor Ivanov has approved of this act and stated that the United States have full Russian support on this matter.;;;;;;;;;;x;;;;;;
EVT_69004_NAME;Fate of Soviet-era benefits;;;;;;;;;;x;;;;;;
EVT_69004_DESC;Amongst other things Russia inherited from the Soviet Union were the broad in-kind benefits, such as free transportation and subsidies for heating and other utilities for socially vulnerable groups by cash payments. This system was heavily extended by populist laws of central and regional authorities during the 90s. Now that the Russian economy is growing and living standard increases these measures are becoming less needed. Some financial advisors are proposing a reform of the system in which benefits would be transformed into a monetary compensation.;;;;;;;;;;x;;;;;;
EVT_69005_NAME;Beslan school hostage crisis;;;;;;;;;;x;;;;;;
EVT_69005_DESC;The Beslan school hostage crisis began when a group of armed terrorists, demanding an end to the Second Chechen War, took more than 1,100 schoolchildren and adults hostage on September 1, 2004, at School Number One in the town of Beslan, North Ossetia-Alania, an autonomous republic in the North Caucasus region of the Russian Federation. On the third day of the standoff, Russian security forces stormed the building using tanks, thermobaric rockets and other heavy weapons. A series of explosions shook the school, followed by a fire which engulfed the building and a chaotic gunbattle between the hostage-takers and Russian security forces. Ultimately, at least 334 hostages were killed, including 186 children. Hundreds more were wounded or missing.;;;;;;;;;;x;;;;;;
EVT_69006_NAME;Beslan school hostage crisis - aftermath;;;;;;;;;;x;;;;;;
EVT_69006_DESC;The Beslan tragedy led to security and political repercussions in Russia, most notably a series of government reforms consolidating power in the Kremlin and strengthening of the powers of President of Russia. The government proceeded to toughen laws on terrorism and expand the powers of law enforcement agencies. Increased security measures were introduced to Russian cities. Vladimir Putin signed a law which replaces the direct election of the heads of the federal subjects of Russia with a system whereby they are proposed by the President of Russia and approved or disapproved by the elected legislative power bodies of the federal subjects. The election system for Russian Duma was also repeatedly amended. The Kremlin consolidated its control over the Russian media.;;;;;;;;;;x;;;;;;
EVT_69007_NAME;Russia-Ukraine gas dispute;;;;;;;;;x;;;;;;;
EVT_69007_DESC;Russia supplies about 8 % of Ukraine's annual gas requirements at heavily subsidized prices, making gas prices in Ukraine cheaper than in Russia. With recent price negotiations with Ukraine failing, such a heavy strain on our economy run by oil and gas exports can not be tolerated any more, according to our economic advisors.;;;;;;;;;;x;;;;;;
EVT_69008_NAME;Russia cuts gas supplies;;;;;;;;;;x;;;;;;
EVT_69008_DESC;Russia today cut all gas supplies to us over price disputes.;;;;;;;;;;x;;;;;;
EVT_69009_NAME;Russia cuts gas supplies;;;;;;;;;;x;;;;;;
EVT_69009_DESC;Russia today cut all gas supplies to Ukraine over price disputes.;;;;;;;;;;x;;;;;;
EVT_69010_NAME;Russia cuts gas supplies;;;;;;;;;;x;;;;;;
EVT_69010_DESC;Russia today cut all gas supplies to Ukraine over price disputes.;;;;;;;;;;x;;;;;;
EVT_69011_NAME;Russia cuts gas supplies;;;;;;;;;;x;;;;;;
EVT_69011_DESC;Russia today cut all gas supplies to Ukraine over price disputes.;;;;;;;;;;x;;;;;;
EVT_69012_NAME;Russia cuts gas supplies;;;;;;;;;;x;;;;;;
EVT_69012_DESC;Russia today cut all gas supplies to Ukraine over price disputes.;;;;;;;;;;x;;;;;;
EVT_69013_NAME;Russia cuts gas supplies;;;;;;;;;;x;;;;;;
EVT_69013_DESC;Russia today cut all gas supplies to Ukraine over price disputes.;;;;;;;;;;x;;;;;;
EVT_69014_NAME;Ban of Moldovan and Georgian wines;;;;;;;;;;x;;;;;;
EVT_69014_DESC;In March 2006 the Chief Sanitary Inspector of Russia Gennadiy Onishchenko claimed that heavy metals and pesticides had been found in Georgian and Moldovan wines and that they were falsified alcoholic products labeled as wines. The Russian government banned Georgian and Moldovan wines, thus creating a diplomatic conflict between the Republic of Moldova and Georgia on the one hand and Russia on the other. Most wines consumed in Russia come from either Moldova or Georgia and wine trade with Russia is responsible for 80-90% of the total wine exports in both countries.;;;;;;;;;;x;;;;;;
EVT_69015_NAME;Ban of Moldovan and Georgian wines;;;;;;;;;;x;;;;;;
EVT_69015_DESC;In March 2006 the Chief Sanitary Inspector of Russia Gennadiy Onishchenko claimed that heavy metals and pesticides had been found in Georgian and Moldovan wines and that they were falsified alcoholic products labeled as wines. The Russian government banned Georgian and Moldovan wines, thus creating a diplomatic conflict between the Republic of Moldova and Georgia on the one hand and Russia on the other. Most wines consumed in Russia come from either Moldova or Georgia and wine trade with Russia is responsible for 80-90% of the total wine exports in both countries.;;;;;;;;;;x;;;;;;
EVT_69016_NAME;Ban of Moldovan and Georgian wines;;;;;;;;;;x;;;;;;
EVT_69016_DESC;In March 2006 the Chief Sanitary Inspector of Russia Gennadiy Onishchenko claimed that heavy metals and pesticides had been found in Georgian and Moldovan wines and that they were falsified alcoholic products labeled as wines. The Russian government banned Georgian and Moldovan wines, thus creating a diplomatic conflict between the Republic of Moldova and Georgia on the one hand and Russia on the other. Most wines consumed in Russia come from either Moldova or Georgia and wine trade with Russia is responsible for 80-90% of the total wine exports in both countries.;;;;;;;;;;x;;;;;;
EVT_69017_NAME;Litvinenko poisoning;;;;;;;;;;x;;;;;;
EVT_69017_DESC;A Russian expatriate, Alexander Litvinenko, is hinting that he has knowledge of murders sanctioned by the Russian Government. He is now a British citizen, and taking measures to silence him would undoubtably infuriate the West. However, some in the FSB advocate making an example of him, to show the world that Mother Russia will hunt traitors to the ends of the Earth.;;;;;;;;;;x;;;;;;
EVT_69018_NAME;Litvinenko dies in a car crash;;;;;;;;;;x;;;;;;
EVT_69018_DESC;A Russian expatriate, Alexander Litvinenko, was hinting that he has knowledge of murders sanctioned by the Russian Government. This morning he died after a car accident in West London.;;;;;;;;;;x;;;;;;
EVT_69019_NAME;Litvinenko falls ill;;;;;;;;;;x;;;;;;
EVT_69019_DESC;A Russian expatriate, Alexander Litvinenko, was hinting that he has knowledge of murders sanctioned by the Russian Government. This morning he was hospitalized after falling ill.;;;;;;;;;;x;;;;;;
EVT_69020_NAME;Litvinenko dies;;;;;;;;;;x;;;;;;
EVT_69020_DESC;Litvinenko died today, becoming the first known victim of lethal polonium-210-induced acute radiation syndrome.;;;;;;;;;;x;;;;;;
EVT_69021_NAME;Litvinenko death investigated;;;;;;;;;;x;;;;;;
EVT_69021_DESC;Litvinenko death has been fully investigated and it was determined that the polonium used in his poisoning originated from a nuclear power plant vin Russia. Further evidence points at Andrei Lugovoi, a former KGB operative and current deputy of the Russian State Duma.;;;;;;;;;;x;;;;;;
EVT_69022_NAME;Britain demands Lugovoi's extradition;;;;;;;;;;x;;;;;;
EVT_69022_DESC;The British Government has sent us a formal extradition request for Andrei Lugovoi, wanted for the death of Alexander Litvinenko.;;;;;;;;;;x;;;;;;
EVT_69023_NAME;Russia denies our request;;;;;;;;;;x;;;;;;
EVT_69023_DESC;Russian Government has denied our request, claiming that Russian law forbids extradition of Russian citizens to foreign countries.;;;;;;;;;;x;;;;;;
EVT_69024_NAME;Russia grants our request;;;;;;;;;;x;;;;;;
EVT_69024_DESC;Russian Government has granted our request. Lugovoi will be trialed in Britain next year.;;;;;;;;;;x;;;;;;
EVT_69025_NAME;Anti-Kremlin protests;;;;;;;;;;x;;;;;;
EVT_69025_DESC;Several thousand opposition supporters gathered in St. Petersburg today to protest against what they see as attempts by President Vladimir Putin to stifle democracy. They broke through a police cordon and marched down Nevsky Prospekt, the city's main street, shouting slogans hostile to Putin. The event - entitled 'the march of the dissenters' - was organised by opposition leaders, including former Prime Minister Mikhail Kasyanov and chess champion Gary Kasparov. They accuse the Kremlin of using its power to silence the opposition in advance of local and parliamentary elections. Russian police dispersed the protesters, detaining 113 people.;;;;;;;;;;x;;;;;;
EVT_69026_NAME;Changing the constitution?;;;;;;;;;;x;;;;;;
EVT_69026_DESC;Current Russian President Vladimir Putin is approaching the end of his second term in office. According to the Russian constitution, the president is limited to two consecutive terms in office. A senior Russian lawmaker has today proposed changing the constitution, in a move that might allow President Vladimir Putin to stay in power longer.;;;;;;;;;;x;;;;;;
EVT_69027_NAME;Restarting strategic deterrent patrols?;;;;;;;;;;x;;;;;;
EVT_69027_DESC;Russia stopped its strategic deterrent patrols in 1992 due to the worsening economy and lack of resources. Now that these problems are finally overcome, we should consider restarting the old practice of sending our strategic bombers and SSBNs on patrol duties overseas.;;;;;;;;;;x;;;;;;
EVT_69028_NAME;Russian strategic deterrence patrols are restarted;;;;;;;;;;x;;;;;;
EVT_69028_DESC;Russia stopped its strategic deterrent patrols in 1992 due to the worsening economy and lack of resources. This changed today as Russian President Vladimir Putin announced to the public that Russian strategic bombers and submarines will again begin patrols to distant areas. Several Russian bombers were already intercepted by NATO fighter planes near Guam and off the coast of Norway.;;;;;;;;;;x;;;;;;
EVT_69029_NAME;Russian strategic deterrence patrols are restarted;;;;;;;;;;x;;;;;;
EVT_69029_DESC;Russia stopped its strategic deterrent patrols in 1992 due to the worsening economy and lack of resources. This changed today as Russian President Vladimir Putin announced to the public that Russian strategic bombers and submarines will again begin patrols to distant areas. Several Russian bombers were already intercepted by NATO fighter planes near Guam and off the coast of Norway.;;;;;;;;;;x;;;;;;
EVT_69030_NAME;Constitution changed;;;;;;;;;;x;;;;;;
EVT_69030_DESC;Russian State Duma has today voted in favor of the new constitution. The only change is that the president will be allowed to have three consecutive terms in office, instead of two. The move is widely considered as merely another means for Putin to extend his hold on Russia.;;;;;;;;;;x;;;;;;
EVT_69031_NAME;Anti-Putin protests;;;;;;;;;;x;;;;;;
EVT_69031_DESC;Several non-governmental organizations have staged massive protests in Moscow and St. Petersburg in wake of recent changes in the Russian constitution. The changes will allow Putin a third term as president. Protesters are calling for Putin to step down from office and allow free, democratic elections. In a speech held in Duma, President Putin described these protests as 'further attempts by the United States to destabilize Russia'.;;;;;;;;;;x;;;;;;
EVT_69032_NAME;Anti-Putin protests;;;;;;;;;;x;;;;;;
EVT_69032_DESC;Several non-governmental organizations have staged massive protests in Moscow and St. Petersburg in wake of recent changes in the Russian constitution. The changes will allow Putin a third term as president. Protesters are calling for Putin to step down from office and allow free, democratic elections. In a speech held in Duma, President Putin described these protests as 'further attempts by the United States to destabilize Russia'.;;;;;;;;;;x;;;;;;
EVT_69033_NAME;Russia acknowledged as a superpower;;;;;;;;;;x;;;;;;
EVT_69033_DESC;U.S. Commission on Security and Cooperation in Europe held special hearings devoted to Russia yesterday. The Commission came to a conclusion which is flattering to Russia: the latter is returning to the international arena as an influential political and economic power. At the same time, the Commission noted this process is accompanied by exacerbating differences between the U.S. and Russia. Moscow is really confident of its powers and does not intend to change its policy.;;;;;;;;;;x;;;;;;
EVT_69034_NAME;Russia acknowledged as a superpower;;;;;;;;;;x;;;;;;
EVT_69034_DESC;U.S. Commission on Security and Cooperation in Europe held special hearings devoted to Russia yesterday. The Commission came to a conclusion which is flattering to Russia: the latter is returning to the international arena as an influential political and economic power. At the same time, the Commission noted this process is accompanied by exacerbating differences between the U.S. and Russia. Moscow is really confident of its powers and does not intend to change its policy.;;;;;;;;;;x;;;;;;
EVT_69451_NAME;2004 Russian presidential election;;;;;;;;;;x;;;;;;
EVT_69451_DESC;Presidential elections are held in Russia today. Which candidate wins?;;;;;;;;;;x;;;;;;
EVT_69452_NAME;2008 Russian presidential election;;;;;;;;;;x;;;;;;
EVT_69452_DESC;Presidential elections are held in Russia today. Which candidate wins?;;;;;;;;;;x;;;;;;
EVT_69453_NAME;2008 Russian presidential election;;;;;;;;;;x;;;;;;
EVT_69453_DESC;Presidential elections are held in Russia today. Which candidate wins?;;;;;;;;;;x;;;;;;
EVT_69297_NAME;Russian claims on Estonia;;;;;;;;;;x;;;;;;
EVT_69297_DESC;Russians constitute 26% of Estonian population, and they live mainly in the eastern parts of the country and Tallinn. We now claim these areas in the name of Russia.;;;;;;;;;;x;;;;;;
EVT_69298_NAME;Russian claims on Latvia;;;;;;;;;;x;;;;;;
EVT_69298_DESC;Russians constitute 29% of Latvian population, and they live mainly in the south-eastern parts of the country. We now claim these areas in the name of Russia.;;;;;;;;;;x;;;;;;
EVT_69299_NAME;Terrorist attack;;;;;;;;;;x;;;;;;
EVT_69299_DESC;Another terrorist attack has been committed by Chechnyan terrorists in Russia.;;;;;;;;;;x;;;;;;
EVT_69300_NAME;Russian weapons export;;;;;;;;;;x;;;;;;
EVT_69300_DESC;Russia's large military industry supplies many Third World countries with relatively cheap, but still advanced weapons. This includes many regimes with doubtful human rights statistics. The United States and the West would no doubt want us to end this, but the incomes are high...;;;;;;;;;;x;;;;;;
EVT_94001_NAME;Joining Russia?;;;;;;;;;;x;;;;;;
EVT_94001_DESC;South Ossetia has applied to become part of the Russian Federation. Should we follow their example?;;;;;;;;;;x;;;;;;
EVT_94002_NAME;Abkhazian proposal;;;;;;;;;;x;;;;;;
EVT_94002_DESC;Following the South Ossetian example, the leadership of Abkhazia has sent us an official proposal to join the Russian Federation.;;;;;;;;;;x;;;;;;
EVT_94003_NAME;Russia agrees;;;;;;;;;;x;;;;;;
EVT_94003_DESC;A constitutional framework will be developed by which Abkhazia will become a part of Russia. An official unification ceremony is planned for the beginning of January.;;;;;;;;;;x;;;;;;
EVT_94004_NAME;Russia agrees;;;;;;;;;;x;;;;;;
EVT_94004_DESC;A constitutional framework will be developed by which Abkhazia will become a part of Russia. An official unification ceremony is planned for the beginning of January.;;;;;;;;;;x;;;;;;
EVT_94501_NAME;Shutting down the Ergneti market;;;;;;;;;;x;;;;;;
EVT_94501_DESC;When Mikheil Saakashvili was elected President in 2003, he made his goals clear to return the two breakaway regions of Georgia, Abkhazia and South Ossetia, under central control. The first step in achieving this was shutting down the Ergneti market, which is a major trading point for tax-free goods from Russia. This move could however heighten tensions in the region.;;;;;;;;;;x;;;;;;
EVT_94502_NAME;Ergneti market shut down;;;;;;;;;;x;;;;;;
EVT_94502_DESC;Georgia has shut down the Ergneti market, which was a major trading point for tax-free goods from Russia. This will hurt us economically so we must do something in retaliation. Closing the highway connecting Georgia and Russia seems like a feasible idea.;;;;;;;;;;x;;;;;;
EVT_94503_NAME;Highway closed;;;;;;;;;;x;;;;;;
EVT_94503_DESC;In retaliation for our actions, South Ossetia has closed the highway connecting Georgia and Russia.;;;;;;;;;;x;;;;;;
EVT_94504_NAME;Restore communications?;;;;;;;;;;x;;;;;;
EVT_94504_DESC;The highway to Russia remains closed. Since a direct attempt to open them would be risky, we should consider bypassing separatist-controlled areas to restore local roads.;;;;;;;;;;x;;;;;;
EVT_94505_NAME;Georgia moves in;;;;;;;;;;x;;;;;;
EVT_94505_DESC;Georgia's regional administration began to restore the roads between Georgian-populated Patara Liakhvi and Didi Liakhvi gorges. They are now bypassing our capital Tskhinvali and they have dispatched military patrols to control those roads.;;;;;;;;;;x;;;;;;
EVT_94506_NAME;Peacekeepers captured;;;;;;;;;;x;;;;;;
EVT_94506_DESC;It seems that our peacekeepers have intercepted a Russian convoy in the field. Shortly after, around 50 of them were disarmed and detained by the South Ossetian militias. Our forces in the area report sporadic fire exchange.;;;;;;;;;;x;;;;;;
EVT_94507_NAME;Tensions in South Ossetia;;;;;;;;;;x;;;;;;
EVT_94507_DESC;Trouble in Georgia again. In mid-June, Georgian police shut down the Ergneti market, which was a major trading point for tax-free goods from Russia. In retaliation, South Ossetian forces closed the highway between Russia and Georgia for several days. Georgia began to restore the roads and dispatched military patrols to control them. Yesterday, Georgian peacekeepers intercepted one of our convoys. After that they were disarmed and detained by the South Ossetian militias. In retaliation, Saakashvili refused to attend peace talks. Large numbers of Georgians moved into the border areas, and there are reports of frequent artillery fire. Duma has passed a resolution supporting South Ossetia. The fellow unrecognized states Abkhazia and Transnistria, Cossack communities of Russia and the North Ossetians promised to support South Ossetia if Georgia attacks.;;;;;;;;;;x;;;;;;
EVT_94508_NAME;Duma resolution;;;;;;;;;;x;;;;;;
EVT_94508_DESC;The Russian Duma has passed a resolution supporting South Ossetia. The fellow unrecognized states Abkhazia and Transnistria, Cossack communities of Russia and the North Ossetians promised to support South Ossetia if we attack them.;;;;;;;;;;x;;;;;;
EVT_94509_NAME;Duma resolution;;;;;;;;;;x;;;;;;
EVT_94509_DESC;The Russian Duma has passed a resolution supporting South Ossetia. The fellow unrecognized states Abkhazia and Transnistria, Cossack communities of Russia and the North Ossetians promised to support South Ossetia if we attack them.;;;;;;;;;;x;;;;;;
EVT_94510_NAME;Georgian victory;;;;;;;;;;x;;;;;;
EVT_94510_DESC;The bloodiest clashes in the recent flare-up occurred on August 18 and August 19. On August 19, after the overnight fighting with several killed and wounded on the both sides, Georgian forces seized a strategic hill near the Ossetian village of Trianakhana. Now it's time to decide if we should keep our forces in the conflict zone or not.;;;;;;;;;;x;;;;;;
EVT_94511_NAME;Peace agreement;;;;;;;;;;x;;;;;;
EVT_94511_DESC;At a high level meeting between Georgian Prime Minister Zurab Zhvania and South Ossetian leader Eduard Kokoity on 5 November in Sochi, Russia, an agreement on demilitarisation of the conflict zone was signed. Some exchange of fire continued in the zone of conflict.;;;;;;;;;;x;;;;;;
EVT_94512_NAME;Peace agreement;;;;;;;;;;x;;;;;;
EVT_94512_DESC;At a high level meeting between Georgian Prime Minister Zurab Zhvania and South Ossetian leader Eduard Kokoity on 5 November in Sochi, Russia, an agreement on demilitarisation of the conflict zone was signed. Some exchange of fire continued in the zone of conflict.;;;;;;;;;;x;;;;;;
EVT_94513_NAME;Helicopter attack incident;;;;;;;;;;x;;;;;;
EVT_94513_DESC;We have just received reports that South Ossetian forces opened fire at one of our MI-8 helicopters carrying Defense Minister of Georgia and the Deputy Chief of Staff of the Georgian armed forces, when it flew over the separatist-held territory. They will of course deny it...;;;;;;;;;;x;;;;;;
EVT_94514_NAME;Helicopter attack incident;;;;;;;;;;x;;;;;;
EVT_94514_DESC;We have just received reports that our forces opened fire at one of Georgian MI-8 helicopters carrying Defense Minister of Georgia and the Deputy Chief of Staff of the Georgian armed forces, when it flew over our territory.;;;;;;;;;;x;;;;;;
EVT_94515_NAME;Police incident;;;;;;;;;;x;;;;;;
EVT_94515_DESC;Our police officials reported a skirmish in the Java, Georgia district in which they killed a group of 4 men. The weapons seized from the group included assault rifles, guns, grenade launchers, grenades and explosive devices. Other items found in the militants' possession included extremist Islamic literature, maps of Java district and sets of Russian peacekeeping uniforms.;;;;;;;;;;x;;;;;;
EVT_94516_NAME;Police incident;;;;;;;;;;x;;;;;;
EVT_94516_DESC;South Ossetian police officials reported a skirmish in the Java, Georgia district in which they killed a group of 4 men. The weapons seized from the group included assault rifles, guns, grenade launchers, grenades and explosive devices. Other items found in the militants' possession included extremist Islamic literature, maps of Java district and sets of Russian peacekeeping uniforms. Now South Ossetia is accusing us of hiring the Chechen mercenaries to carry out terrorist attacks in the region.;;;;;;;;;;x;;;;;;
EVT_94517_NAME;Joining Russia?;;;;;;;;;;x;;;;;;
EVT_94517_DESC;The recent war has left our country devastated. In such difficult times our people are beginning to demonstrate an increasing desire to join Russia. Such an endeavour would probably eradicate many of our economic and security problems.;;;;;;;;;;x;;;;;;
EVT_94518_NAME;South Ossetian proposal;;;;;;;;;;x;;;;;;
EVT_94518_DESC;The leadership of South Ossetia has sent us an official proposal to join the Russian Federation.;;;;;;;;;;x;;;;;;
EVT_94519_NAME;Russia agrees;;;;;;;;;;x;;;;;;
EVT_94519_DESC;A constitutional framework will be developed by which South Ossetia will become a part of Russia. An official unification ceremony is planned for the beginning of January.;;;;;;;;;;x;;;;;;
EVT_94520_NAME;Russia agrees;;;;;;;;;;x;;;;;;
EVT_94520_DESC;A constitutional framework will be developed by which South Ossetia will become a part of Russia. An official unification ceremony is planned for the beginning of January.;;;;;;;;;;x;;;;;;
EVT_94521_NAME;Annexation of South Ossetia and Abkhazia;;;;;;;;;;x;;;;;;
EVT_94521_DESC;In an official ceremony held on this Christmas night in Moscow, Abkhazia and South Ossetia were officially admitted into the Russian Federation.;;;;;;;;;;x;;;;;;
EVT_94523_NAME;Annexation of South Ossetia;;;;;;;;;;x;;;;;;
EVT_94523_DESC;In an official ceremony held on this Christmas night in Moscow, South Ossetia was officially admitted into the Russian Federation.;;;;;;;;;;x;;;;;;
EVT_55001_NAME;Montenegrin independence referendum;;;;;;;;;;x;;;;;;
EVT_55001_DESC;After a long period of preparation, the Montenegro independence referendum will be held today. People of Montenegro have to choose between remaining in a state union with Serbia, or complete independence.;;;;;;;;;;x;;;;;;
EVT_55002_NAME;Montenegrin independence referendum;;;;;;;;;;x;;;;;;
EVT_55002_DESC;The people of Montenegro have decided that they want to dissolve the State Union with Serbia and achieve full independence.;;;;;;;;;;x;;;;;;
EVT_55003_NAME;Montenegrin independence referendum;;;;;;;;;;x;;;;;;
EVT_55003_DESC;The people of Montenegro have decided that they want to remain in a state union with Serbia.;;;;;;;;;;x;;;;;;
EVT_55004_NAME;Declaration of independence;;;;;;;;;x;;;;;;;
EVT_55004_DESC;Montenegro's referendum commission has officially confirmed the results of the independence referendum, verifying that 55.5% of the population of Montenegrin voters had voted in favor of independence. Because voters met the controversial threshold requirement of 55% approval set by the EU, the referendum was incorporated into a declaration of independence during a special parliamentary session on 31 May. The Assembly of the Republic of Montenegro made a formal Declaration of Independence on Saturday 3 June.;;;;;;;;;;x;;;;;;
EVT_55005_NAME;Fate of our navy;;;;;;;;;;x;;;;;;
EVT_55005_DESC;We have inherited the entire naval force of the former navy of Serbia & Montenegro. In accordance with our agreements with NATO we will sell all types of submarines and a number of smaller surface combatants, but the question remains what to do with our 4 old missile frigates - 'Kotor', 'Novi Sad', 'Podgorica' and 'Beograd'. 'Beograd' and 'Podgorica' are way too old and should be scrapped, but if we intend to maintain a combat-capable navy we should consider keeping and refitting 'Kotor' and 'Novi Sad'.;;;;;;;;;;x;;;;;;
EVT_25501_NAME;War Graves Protection Act;;;;;;;;;;x;;;;;;
EVT_25501_DESC;On January 10, 2007, Riigikogu passed the War Graves Protection Act, with 66 votes in favour and 6 against, initiated by the Estonian Reform Party, Social Democratic Party, Res Publica Party and Isamaaliit Party. It placed all war graves under the jurisdiction of the Estonian Ministry of Defence.;;;;;;;;;;x;;;;;;
EVT_25502_NAME;Bronze Night;;;;;;;;;;x;;;;;;
EVT_25502_DESC;Amid political controversy, in April 2007 the Government of Estonia started final preparations for the reburial of the remains and relocation of the Bronze Soldier of Tallinn, the Soviet World War II memorial in Tallinn. Disagreement over the appropriateness of the action led to mass protests and riots lasting 2 nights, the worst Estonia has seen.;;;;;;;;;;x;;;;;;
EVT_25503_NAME;Bronze Night;;;;;;;;;;x;;;;;;
EVT_25503_DESC;Amid political controversy, in April 2007 the Government of Estonia started final preparations for the reburial of the remains and relocation of the Bronze Soldier of Tallinn, the Soviet World War II memorial in Tallinn. Disagreement over the appropriateness of the action led to mass protests and riots lasting 2 nights, the worst Estonia has seen.;;;;;;;;;;x;;;;;;
EVT_25504_NAME;Russian demands;;;;;;;;;;x;;;;;;
EVT_25504_DESC;In response to the Bronze Night Crisis, Russia has demanded that our government resigns.;;;;;;;;;;x;;;;;;
EVT_22501_NAME;East Timor Crisis;;;;;;;;;;x;;;;;;
EVT_22501_DESC;The 2006 East Timorese crisis began as a conflict between elements of the military of East Timor over discrimination within the military, and expanded to general violence throughout the country, centered in the capital Dili. On February 8 the crisis began with the first desertion of 404 soldiers from Dili.;;;;;;;;;;x;;;;;;
EVT_22502_NAME;The crisis worsens;;;;;;;;;;x;;;;;;
EVT_22502_DESC;The crisis has worsened. Since late April there have been rioting and violent clashes with the police. It seems that we have a coup at our hands...;;;;;;;;;;x;;;;;;
EVT_22503_NAME;East Timor requests help;;;;;;;;;;x;;;;;;
EVT_22503_DESC;The crisis in East Timor is worsening. After failed attempts to restore peace the government of East Timor has asked us to send peacekeepers to help quell the unrest.;;;;;;;;;;x;;;;;;
EVT_22504_NAME;East Timor requests help;;;;;;;;;;x;;;;;;
EVT_22504_DESC;The crisis in East Timor is worsening. After failed attempts to restore peace the government of East Timor has asked us to send peacekeepers to help quell the unrest.;;;;;;;;;;x;;;;;;
EVT_22505_NAME;East Timor requests help;;;;;;;;;;x;;;;;;
EVT_22505_DESC;The crisis in East Timor is worsening. After failed attempts to restore peace the government of East Timor has asked us to send peacekeepers to help quell the unrest.;;;;;;;;;;x;;;;;;
EVT_22501_NAME;East Timor requests help;;;;;;;;;;x;;;;;;
EVT_22501_DESC;The crisis in East Timor is worsening. After failed attempts to restore peace the government of East Timor has asked us to send peacekeepers to help quell the unrest.;;;;;;;;;;x;;;;;;
EVT_22507_NAME;Australian troops arrive;;;;;;;;;x;;;;;;;
EVT_22507_DESC;Australia agreed to send peacekeepers to our country to help us quell unrest.;;;;;;;;;;x;;;;;;
EVT_22508_NAME;Portuguese troops arrive;;;;;;;;;x;;;;;;;
EVT_22508_DESC;Portugal agreed to send peacekeepers to our country to help us quell unrest.;;;;;;;;;;x;;;;;;
EVT_22509_NAME;New Zealand troops arrive;;;;;;;;;x;;;;;;;
EVT_22509_DESC;New Zealand agreed to send peacekeepers to our country to help us quell unrest.;;;;;;;;;;x;;;;;;
EVT_22510_NAME;Malaysian troops arrive;;;;;;;;;x;;;;;;;
EVT_22510_DESC;Malaysia agreed to send peacekeepers to our country to help us quell unrest.;;;;;;;;;;x;;;;;;
EVT_22511_NAME;Capture of Alfredo Reinado;;;;;;;;;;x;;;;;;
EVT_22511_DESC;Alfredo Alves Reinado was a former major in the Timor Leste Defence Force. He deserted on May 4, 2006 to join approximately 600 former soldiers who had been sacked in March 2006 after complaining of regional discrimination in promotions, sparking a political crisis. Reinado was one of the leaders of the rebel soldiers, and the highest ranking deserter. Our intelligence has pinpointed his location but we do not have the resources to succesfully capture him.;;;;;;;;;;x;;;;;;
EVT_22512_NAME;Capture of Alfredo Reinado;;;;;;;;;;x;;;;;;
